username,password,hashedpassword,email,type,gender,card_name,card_no,cvv,card_expiry_date,cash,is_pet_owner,created_at,query
walter823,homely602,$2b$10$uwPoMgN.K8PI9uNzzyuyWeAZApPgxLhDBgpWyc2j.R6/VNcchnW.y,walter823@hotmail.com,normal,male,Walter,1.53732E+15,927,Nov-30,10853,FALSE,12/4/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('walter823', '$2b$10$uwPoMgN.K8PI9uNzzyuyWeAZApPgxLhDBgpWyc2j.R6/VNcchnW.y', 'walter823@hotmail.com', 'normal', 'male', 'Walter','1537320063033100','927','11/30','10853',False,'2019-04-12');"
arthur183,tomatoes812,$2b$10$ktn.i8EXKXxDrhMRPwe2Sufy.OSUBYjRt9tgN7njo2V1czaMheIXC,arthur183@hotmail.com,normal,male,Arthur,6.22735E+15,462,Oct-21,10644,FALSE,28/5/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('arthur183', '$2b$10$ktn.i8EXKXxDrhMRPwe2Sufy.OSUBYjRt9tgN7njo2V1czaMheIXC', 'arthur183@hotmail.com', 'normal', 'male', 'Arthur','6227348971652200','462','10/21','10644',False,'2019-05-28');"
fred434,special941,$2b$10$Yj7XFgzacaFKl1hAwJSquOpMKjkv9PvP5j/vjZJFe6sTjdUIBuHLe,fred434@gmail.com,normal,male,Fred,6.38986E+15,730,Feb-23,10674,FALSE,24/3/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('fred434', '$2b$10$Yj7XFgzacaFKl1hAwJSquOpMKjkv9PvP5j/vjZJFe6sTjdUIBuHLe', 'fred434@gmail.com', 'normal', 'male', 'Fred','6389862053167910','730','02/23','10674',False,'2019-03-24');"
albert611,ahead892,$2b$10$VDXrgFL45Rs4wkt1KnTPWO/A1vQg2igIXrxixJAFP1ApEO5grCbea,albert611@gmail.com,normal,male,Albert,8.5537E+15,438,Nov-27,10206,FALSE,18/5/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('albert611', '$2b$10$VDXrgFL45Rs4wkt1KnTPWO/A1vQg2igIXrxixJAFP1ApEO5grCbea', 'albert611@gmail.com', 'normal', 'male', 'Albert','8553702962487090','438','11/27','10206',False,'2019-05-18');"
samuel122,boring235,$2b$10$8JX1FuF3qMfMmn9T3CCNiei5iT1mjY.P6JMHr0/PRkWX5Q1zxFlo.,samuel122@gmail.com,normal,male,Samuel,7.11496E+15,359,Jun-24,10898,FALSE,3/3/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('samuel122', '$2b$10$8JX1FuF3qMfMmn9T3CCNiei5iT1mjY.P6JMHr0/PRkWX5Q1zxFlo.', 'samuel122@gmail.com', 'normal', 'male', 'Samuel','7114963020292750','359','06/24','10898',False,'2019-03-03');"
david943,colorful885,$2b$10$JOTOQjkgzh6CrOFzOchoJOrAZfosAkPfO7ZmTPFAgW2wJtYcN2uGK,david943@hotmail.com,normal,male,,,,,10901,FALSE,14/3/2019,"INSERT INTO users (username, password, email, type, gender,cash, is_pet_owner, created_at) VALUES('david943', '$2b$10$JOTOQjkgzh6CrOFzOchoJOrAZfosAkPfO7ZmTPFAgW2wJtYcN2uGK', 'david943@hotmail.com', 'normal', 'male', '10901',False,'2019-03-14');"
louis131,overconfident,$2b$10$mXq0/FC8pugfCBiDWN2UDu1S/7W3VogzpZ5NOo/y/qDWBi.W5KHmC,louis131@hotmail.com,normal,male,Louis,8.69719E+15,193,Jul-29,10030,FALSE,23/4/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('louis131', '$2b$10$mXq0/FC8pugfCBiDWN2UDu1S/7W3VogzpZ5NOo/y/qDWBi.W5KHmC', 'louis131@hotmail.com', 'normal', 'male', 'Louis','8697190808944700','193','07/29','10030',False,'2019-04-23');"
joe770,obsolete625,$2b$10$AznOjOTCVqfx0VpB8sDgGOERe3Y6xEBvan7CT/BHP.mrfnFwT0u12,joe770@hotmail.com,normal,male,Joe,5.52079E+15,793,Nov-24,10954,FALSE,31/5/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('joe770', '$2b$10$AznOjOTCVqfx0VpB8sDgGOERe3Y6xEBvan7CT/BHP.mrfnFwT0u12', 'joe770@hotmail.com', 'normal', 'male', 'Joe','5520793027769420','793','11/24','10954',False,'2019-05-31');"
charlie154,bury3161,$2b$10$Xiw6NSh/uMSAZO.vbCtC2OniODkDsQ54f7J6rQ9btFvF1jLLnpcMu,charlie154@gmail.com,normal,male,Charlie,8.59277E+15,852,May-25,10796,FALSE,1/3/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('charlie154', '$2b$10$Xiw6NSh/uMSAZO.vbCtC2OniODkDsQ54f7J6rQ9btFvF1jLLnpcMu', 'charlie154@gmail.com', 'normal', 'male', 'Charlie','8592767000049930','852','05/25','10796',False,'2019-03-01');"
clarence506,famous794,$2b$10$dcqFnKSY0rNtCNFMpy1DC..Hi65DnkQ/PTHKqgl1CXCSrGn7yxJq.,clarence506@gmail.com,normal,male,Clarence,4.95917E+15,369,Oct-24,10011,FALSE,26/3/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('clarence506', '$2b$10$dcqFnKSY0rNtCNFMpy1DC..Hi65DnkQ/PTHKqgl1CXCSrGn7yxJq.', 'clarence506@gmail.com', 'normal', 'male', 'Clarence','4959171613638210','369','10/24','10011',False,'2019-03-26');"
richard503,diligent855,$2b$10$Kwb2e9/g9CddZ5c4dwhQaeOr9I30cnWixcV.3vDvvZJULPOC/slPm,richard503@gmail.com,normal,male,Richard,1.86516E+15,646,Oct-27,10798,FALSE,9/5/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('richard503', '$2b$10$Kwb2e9/g9CddZ5c4dwhQaeOr9I30cnWixcV.3vDvvZJULPOC/slPm', 'richard503@gmail.com', 'normal', 'male', 'Richard','1865158285424390','646','10/27','10798',False,'2019-05-09');"
andrew540,snail831,$2b$10$1ug/Kv7ZyNmIsIL65z3Xre83ee.v9m2wk9sGP62bG2ifqCi7VnizK,andrew540@hotmail.com,normal,male,Andrew,1.59941E+15,257,Oct-22,10509,FALSE,10/4/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('andrew540', '$2b$10$1ug/Kv7ZyNmIsIL65z3Xre83ee.v9m2wk9sGP62bG2ifqCi7VnizK', 'andrew540@hotmail.com', 'normal', 'male', 'Andrew','1599410541477990','257','10/22','10509',False,'2019-04-10');"
daniel605,ignore366,$2b$10$puS34ow/Jrk4Yhf2mRTs/.O.4FhYeW/2vqn0KsUaAwPM720uYy3/S,daniel605@gmail.com,normal,male,Daniel,5.37753E+15,960,Jun-23,10371,FALSE,14/4/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('daniel605', '$2b$10$puS34ow/Jrk4Yhf2mRTs/.O.4FhYeW/2vqn0KsUaAwPM720uYy3/S', 'daniel605@gmail.com', 'normal', 'male', 'Daniel','5377528765335790','960','06/23','10371',False,'2019-04-14');"
ernest976,remove918,$2b$10$JZVyGRAdy/1u8k3PZ3S96.6BE50PMoU6o.mVUke4Ue/L.7eAqIHqm,ernest976@hotmail.com,normal,male,Ernest,4.8171E+15,613,Aug-30,10033,FALSE,26/5/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('ernest976', '$2b$10$JZVyGRAdy/1u8k3PZ3S96.6BE50PMoU6o.mVUke4Ue/L.7eAqIHqm', 'ernest976@hotmail.com', 'normal', 'male', 'Ernest','4817097193562950','613','08/30','10033',False,'2019-05-26');"
will412,absorbed905,$2b$10$jSSSeVz9K6CJLiHqyXu9dOH5Ch4vImaL3T203lphBKfNxoBASR6/G,will412@gmail.com,normal,male,Will,3.40222E+15,793,May-30,10308,FALSE,6/5/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('will412', '$2b$10$jSSSeVz9K6CJLiHqyXu9dOH5Ch4vImaL3T203lphBKfNxoBASR6/G', 'will412@gmail.com', 'normal', 'male', 'Will','3402216363320470','793','05/30','10308',False,'2019-05-06');"
jesse639,collect473,$2b$10$0SEQhLmtlO1Rc18MMk3y9.Y.zXAoWnsDfehjwk0WiIX2gaHaO7AdG,jesse639@gmail.com,normal,male,Jesse,4.17214E+15,229,Oct-28,10871,FALSE,9/4/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('jesse639', '$2b$10$0SEQhLmtlO1Rc18MMk3y9.Y.zXAoWnsDfehjwk0WiIX2gaHaO7AdG', 'jesse639@gmail.com', 'normal', 'male', 'Jesse','4172137429047080','229','10/28','10871',False,'2019-04-09');"
oscar576,quicksand,$2b$10$7dio/gmZebqUuJ8.xThKwuNFk7koChpQp7gPv2fAxeIya66KyvX9q,oscar576@gmail.com,normal,male,Oscar,9.89142E+15,258,Jul-26,10540,FALSE,7/3/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('oscar576', '$2b$10$7dio/gmZebqUuJ8.xThKwuNFk7koChpQp7gPv2fAxeIya66KyvX9q', 'oscar576@gmail.com', 'normal', 'male', 'Oscar','9891416410373780','258','07/26','10540',False,'2019-03-07');"
lewis162,shy1172,$2b$10$kWjqo/aBjgmNcR/Dt3FqB.Lptj3sVV2Sjc5B7b0vjO9JKvD0QmqSm,lewis162@gmail.com,normal,male,Lewis,5.41227E+15,339,Dec-29,10012,FALSE,16/5/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('lewis162', '$2b$10$kWjqo/aBjgmNcR/Dt3FqB.Lptj3sVV2Sjc5B7b0vjO9JKvD0QmqSm', 'lewis162@gmail.com', 'normal', 'male', 'Lewis','5412266807602540','339','12/29','10012',False,'2019-05-16');"
peter314,illustrious,$2b$10$sJ7aClwnFmnCF5F5NA6bdeX3j87uOqfSX4HvkjT3L4OD5/lK62NWq,peter314@gmail.com,normal,male,Peter,4.19246E+15,393,Jun-22,10736,FALSE,4/4/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('peter314', '$2b$10$sJ7aClwnFmnCF5F5NA6bdeX3j87uOqfSX4HvkjT3L4OD5/lK62NWq', 'peter314@gmail.com', 'normal', 'male', 'Peter','4192463289478000','393','06/22','10736',False,'2019-04-04');"
benjamin775,psychotic,$2b$10$zrCY8jLlknvzTB93lDl5tOgzIaP3hQu67csQKlsrL.HuA5j.KlR1O,benjamin775@gmail.com,normal,male,Benjamin,3.62238E+15,646,Jul-30,10956,FALSE,6/3/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('benjamin775', '$2b$10$zrCY8jLlknvzTB93lDl5tOgzIaP3hQu67csQKlsrL.HuA5j.KlR1O', 'benjamin775@gmail.com', 'normal', 'male', 'Benjamin','3622379824852380','646','07/30','10956',False,'2019-03-06');"
frederick396,men4357,$2b$10$tDcIOsI55xojAHAWeV5um.sZpHGgQFkRYwBOr0hXiOPEylZoOav8K,frederick396@hotmail.com,normal,male,Frederick,5.87489E+15,150,Jan-25,10278,FALSE,26/5/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('frederick396', '$2b$10$tDcIOsI55xojAHAWeV5um.sZpHGgQFkRYwBOr0hXiOPEylZoOav8K', 'frederick396@hotmail.com', 'normal', 'male', 'Frederick','5874890232610910','150','01/25','10278',False,'2019-05-26');"
willie116,fruit181,$2b$10$KMO5ZOmKcIOoseO5vJWkfOkRQWzxynV8BQvOKDc2yWFCA16L56KCq,willie116@gmail.com,normal,male,Willie,6.72592E+15,724,Jun-26,10538,FALSE,6/3/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('willie116', '$2b$10$KMO5ZOmKcIOoseO5vJWkfOkRQWzxynV8BQvOKDc2yWFCA16L56KCq', 'willie116@gmail.com', 'normal', 'male', 'Willie','6725922373020070','724','06/26','10538',False,'2019-03-06');"
alfred245,simple498,$2b$10$yX2cH0Z4p.z29zZVE3RT1el1WOKlz67i40QC1m6Kx3lZxXNa/hRma,alfred245@gmail.com,normal,male,Alfred,2.6824E+15,678,Oct-25,10317,FALSE,9/3/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('alfred245', '$2b$10$yX2cH0Z4p.z29zZVE3RT1el1WOKlz67i40QC1m6Kx3lZxXNa/hRma', 'alfred245@gmail.com', 'normal', 'male', 'Alfred','2682401065111270','678','10/25','10317',False,'2019-03-09');"
sam434,overflow962,$2b$10$oyBCbSzET3tg4sJtW/W.i.ZHWTpkrQ/t/b4mPfrT6Z3gMNO9u4LhG,sam434@hotmail.com,normal,male,Sam,7.96239E+15,769,Jun-29,10879,FALSE,4/5/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('sam434', '$2b$10$oyBCbSzET3tg4sJtW/W.i.ZHWTpkrQ/t/b4mPfrT6Z3gMNO9u4LhG', 'sam434@hotmail.com', 'normal', 'male', 'Sam','7962391598417290','769','06/29','10879',False,'2019-05-04');"
roy642,wrong270,$2b$10$FTZXTkrS7.p3FYor7uAJkOLV/Jul2kDaBFfO/26CsVzFaumF8.81S,roy642@gmail.com,normal,male,Roy,5.23619E+15,573,Jun-26,10951,FALSE,15/4/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('roy642', '$2b$10$FTZXTkrS7.p3FYor7uAJkOLV/Jul2kDaBFfO/26CsVzFaumF8.81S', 'roy642@gmail.com', 'normal', 'male', 'Roy','5236190963257100','573','06/26','10951',False,'2019-04-15');"
herbert839,sweater401,$2b$10$/d.u12jNjbWcMfkGkFfWTe4wUONmsjwaxz0IuWjGqKuJTWYsGrZq6,herbert839@hotmail.com,normal,male,Herbert,1.82641E+15,819,Apr-24,10843,FALSE,26/5/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('herbert839', '$2b$10$/d.u12jNjbWcMfkGkFfWTe4wUONmsjwaxz0IuWjGqKuJTWYsGrZq6', 'herbert839@hotmail.com', 'normal', 'male', 'Herbert','1826414404395020','819','04/24','10843',False,'2019-05-26');"
jacob800,jumbled294,$2b$10$c2E1M8JbKWaxDrdPuiMbVeTkqiyV.Dc2OcA2YBjMxkk/7MpTEAMQG,jacob800@hotmail.com,normal,male,,,,,10558,FALSE,5/5/2019,"INSERT INTO users (username, password, email, type, gender,cash, is_pet_owner, created_at) VALUES('jacob800', '$2b$10$c2E1M8JbKWaxDrdPuiMbVeTkqiyV.Dc2OcA2YBjMxkk/7MpTEAMQG', 'jacob800@hotmail.com', 'normal', 'male', '10558',False,'2019-05-05');"
tom345,grip7911,$2b$10$1tri84AU374T6M5aD2RBXuLzZJwejIrOq7Cb37fSJs7yCvdxSZqVu,tom345@hotmail.com,normal,male,Tom,5.84357E+15,749,Dec-25,10147,FALSE,29/5/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('tom345', '$2b$10$1tri84AU374T6M5aD2RBXuLzZJwejIrOq7Cb37fSJs7yCvdxSZqVu', 'tom345@hotmail.com', 'normal', 'male', 'Tom','5843574533915970','749','12/25','10147',False,'2019-05-29');"
elmer847,impolite746,$2b$10$azsJ9WGr6OxbhozuMJcMjur88B1XFiR.Hw3sHnuhR4demFVdrT2Le,elmer847@gmail.com,normal,male,Elmer,4.88465E+15,317,Dec-25,10366,FALSE,29/4/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('elmer847', '$2b$10$azsJ9WGr6OxbhozuMJcMjur88B1XFiR.Hw3sHnuhR4demFVdrT2Le', 'elmer847@gmail.com', 'normal', 'male', 'Elmer','4884645300734700','317','12/25','10366',False,'2019-04-29');"
carl832,pencil383,$2b$10$rBb1hmfODL5uNCCstHwHses9bPZJx.1qqhWah3/Ge5JsTcX8dX9e.,carl832@gmail.com,normal,male,Carl,1.85551E+15,847,Aug-30,10446,FALSE,18/3/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('carl832', '$2b$10$rBb1hmfODL5uNCCstHwHses9bPZJx.1qqhWah3/Ge5JsTcX8dX9e.', 'carl832@gmail.com', 'normal', 'male', 'Carl','1855507011865960','847','08/30','10446',False,'2019-03-18');"
lee348,gray6950,$2b$10$Wsy4PLyOyr3WbP1KElAaL.slLOyZX9oeEh3lI2FxgWuiU0MeoKaNu,lee348@gmail.com,normal,male,Lee,4.64045E+15,511,Aug-22,10884,FALSE,20/3/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('lee348', '$2b$10$Wsy4PLyOyr3WbP1KElAaL.slLOyZX9oeEh3lI2FxgWuiU0MeoKaNu', 'lee348@gmail.com', 'normal', 'male', 'Lee','4640446921261860','511','08/22','10884',False,'2019-03-20');"
howard723,vase8227,$2b$10$8IAzK.7uegCgvrg3EXZzGOpuNGCS4sM72sM33Zu5ybWAVSOYW.tpO,howard723@gmail.com,normal,male,Howard,4.75508E+15,635,May-25,10278,FALSE,1/4/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('howard723', '$2b$10$8IAzK.7uegCgvrg3EXZzGOpuNGCS4sM72sM33Zu5ybWAVSOYW.tpO', 'howard723@gmail.com', 'normal', 'male', 'Howard','4755078877558970','635','05/25','10278',False,'2019-04-01');"
martin756,grade812,$2b$10$nb6z/9m15F7leZZFb9b8guVsCng94nFEupXxvKoxJhgvaE6eL7dKy,martin756@gmail.com,normal,male,Martin,1.68984E+15,253,Jan-21,10034,FALSE,20/5/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('martin756', '$2b$10$nb6z/9m15F7leZZFb9b8guVsCng94nFEupXxvKoxJhgvaE6eL7dKy', 'martin756@gmail.com', 'normal', 'male', 'Martin','1689841357806620','253','01/21','10034',False,'2019-05-20');"
michael908,zonked857,$2b$10$aEw50T2aRzWI2FNDlPIbsOocdrdcrnU/vAuCw23gm7tDDHnWpKOrO,michael908@gmail.com,normal,male,Michael,3.68423E+15,776,Mar-26,10128,FALSE,30/4/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('michael908', '$2b$10$aEw50T2aRzWI2FNDlPIbsOocdrdcrnU/vAuCw23gm7tDDHnWpKOrO', 'michael908@gmail.com', 'normal', 'male', 'Michael','3684231434453580','776','03/26','10128',False,'2019-04-30');"
bert358,automatic,$2b$10$vOWegmvs9os/UqPNS90fpOZNiVdtIbKcrld453xcr5ZmPB2RYWQXC,bert358@hotmail.com,normal,male,Bert,4.67029E+15,799,Apr-26,10171,FALSE,24/4/2019,"INSERT INTO users (username, password, email, type, gender, card_name, card_no, cvv, card_expiry_date, cash, is_pet_owner, created_at) VALUES('bert358', '$2b$10$vOWegmvs9os/UqPNS90fpOZNiVdtIbKcrld453xcr5ZmPB2RYWQXC', 'bert358@hotmail.com', 'normal', 'male', 'Bert','4670288863216290','799','04/26','10171',False,'2019-04-24');"
